ID,Gender,Age,Race_Ethnicity,Religion,Continent,Education,Experience_Years,Interview_Score,Technical_Score,Communication_Score,Fair_Score,Biased_Score,Selected_Fair,Selected
261,Female,35,White,Muslim,South America,High School,1.2,81.0,76.8,51.5,0.3898,0.2465,0,0
262,Non-Binary,25,White,Muslim,Asia,Bachelor,6.9,76.3,93.9,56.6,0.5644,0.3587,0,0
263,Male,33,White,Christian,North America,Bachelor,7.3,84.4,39.6,54.5,0.4386,0.4338,0,0
264,Female,35,Black,Muslim,South America,Bachelor,4.0,90.0,68.8,65.3,0.5156,0.2395,0,0
265,Female,33,Hispanic,Buddhist,South America,High School,8.5,62.3,55.0,70.4,0.3729,0.2353,0,0
266,Female,32,White,Christian,North America,Bachelor,3.0,56.7,70.8,79.7,0.4483,0.3929,0,0
267,Female,50,Black,Christian,North America,Master,3.9,86.9,78.0,94.3,0.6514,0.3549,1,0
268,Female,34,White,Hindu,Europe,High School,3.2,68.9,98.6,68.9,0.4583,0.3721,0,0
269,Male,25,White,Jewish,North America,Master,3.8,77.6,59.8,80.3,0.5611,0.5081,0,1
270,Male,40,Black,Unaffiliated,Asia,Master,5.1,76.2,76.6,52.0,0.5791,0.3518,0,0
271,Female,32,White,Christian,Europe,Bachelor,4.7,100.0,73.6,58.7,0.551,0.4828,0,1
272,Female,33,White,Unaffiliated,Europe,Master,4.4,67.4,60.9,62.3,0.5218,0.4577,0,0
273,Female,43,White,Muslim,North America,Master,6.3,79.4,54.2,76.7,0.5679,0.4208,0,0
274,Female,46,Black,Christian,Asia,Master,1.9,49.4,84.7,66.6,0.5252,0.2581,0,0
275,Female,21,White,Unaffiliated,Asia,Master,3.7,69.4,65.1,55.7,0.5237,0.3523,0,0
276,Female,50,Other,Christian,North America,High School,3.2,73.3,63.7,58.2,0.3615,0.2315,0,0
277,Female,32,White,Jewish,Europe,Bachelor,5.0,48.4,83.6,93.0,0.4967,0.4248,0,0
278,Female,32,Hispanic,Buddhist,Europe,Bachelor,5.7,85.8,49.8,62.0,0.4648,0.3321,0,0
279,Female,22,White,Christian,South America,Master,4.2,76.9,64.3,76.5,0.5703,0.4504,0,0
280,Female,40,White,Hindu,Africa,Master,8.7,67.3,69.5,51.2,0.5688,0.3942,0,0
281,Female,21,Black,Muslim,Asia,Master,10.7,81.8,88.5,76.9,0.7055,0.3164,1,0
282,Male,38,White,Christian,Africa,Bachelor,6.5,84.4,70.2,70.2,0.5337,0.4258,0,0
283,Male,49,White,Jewish,Europe,Bachelor,5.6,74.2,65.1,74.0,0.4917,0.4285,0,0
284,Male,29,White,Unaffiliated,Africa,High School,0.7,62.3,58.7,81.5,0.3281,0.2713,0,0
285,Female,43,White,Muslim,Africa,PhD,2.0,84.8,67.1,74.9,0.6592,0.3804,1,0
286,Male,33,White,Unaffiliated,North America,Bachelor,8.4,60.6,73.3,58.5,0.4858,0.4697,0,0
287,Male,21,Hispanic,Christian,Asia,Bachelor,5.5,89.1,68.7,82.2,0.5474,0.357,0,0
288,Female,34,Hispanic,Muslim,North America,Bachelor,8.0,84.2,78.9,51.4,0.5465,0.32,0,0
289,Male,31,White,Hindu,Asia,Bachelor,1.8,81.7,78.5,86.5,0.5284,0.3744,0,0
290,Female,41,White,Christian,North America,Bachelor,3.1,88.9,66.4,67.0,0.5006,0.4419,0,0
291,Male,29,White,Unaffiliated,Asia,Master,10.3,64.6,92.5,82.8,0.6778,0.5591,1,1
292,Male,37,White,Buddhist,Oceania,Bachelor,5.8,62.0,77.1,65.8,0.4857,0.4872,0,1
293,Female,22,Hispanic,Unaffiliated,Asia,Master,2.4,76.6,72.3,75.1,0.5736,0.3444,0,0
294,Male,37,Black,Muslim,Africa,Master,5.9,71.0,56.0,93.4,0.5695,0.2795,0,0
295,Male,33,White,Unaffiliated,Oceania,Master,3.5,92.8,79.1,49.4,0.6093,0.6118,1,1
296,Female,31,White,Hindu,Oceania,High School,1.4,88.0,67.1,48.8,0.3792,0.2881,0,0
297,Female,33,Hispanic,Muslim,Europe,PhD,7.7,50.1,58.2,60.5,0.5822,0.3159,0,0
298,Male,30,White,Unaffiliated,North America,Master,3.5,64.7,83.9,72.7,0.5823,0.5847,0,1
299,Female,34,White,Christian,Asia,Bachelor,10.1,56.6,87.3,65.3,0.5372,0.3796,0,0
300,Male,31,Black,Muslim,Africa,Bachelor,4.3,73.4,62.6,68.9,0.4652,0.2376,0,0
301,Male,23,Black,Christian,Asia,Bachelor,3.0,70.4,61.8,63.7,0.4377,0.2729,0,0
302,Female,21,White,Unaffiliated,Asia,Master,3.2,98.0,52.8,56.2,0.557,0.3815,0,0
303,Female,28,Asian,Christian,Asia,Bachelor,3.3,97.5,79.4,78.1,0.5724,0.4011,0,0
304,Female,29,White,Christian,Asia,Master,2.6,66.2,55.1,80.7,0.5103,0.3986,0,0
305,Female,21,Hispanic,Christian,Europe,PhD,2.1,71.8,100.0,56.0,0.6934,0.4668,1,0
306,Non-Binary,33,White,Muslim,Asia,High School,4.2,61.8,62.4,53.5,0.3327,0.2241,0,0
307,Female,55,Black,Christian,Asia,Bachelor,7.3,57.2,70.2,70.5,0.4743,0.2372,0,0
308,Male,39,Asian,Jewish,Asia,Bachelor,9.5,68.7,59.3,60.0,0.4794,0.3536,0,0
309,Female,31,White,Christian,Africa,Bachelor,4.7,86.6,76.6,89.6,0.5648,0.4046,0,0
310,Male,24,Hispanic,Hindu,Europe,Bachelor,8.2,79.5,94.5,51.0,0.5783,0.3932,0,0
311,Male,21,Hispanic,Christian,North America,Master,2.8,100.0,69.5,45.6,0.5902,0.4799,0,1
312,Male,41,White,Christian,North America,Bachelor,5.9,91.1,78.9,53.4,0.5474,0.5572,0,1
313,Male,37,Hispanic,Buddhist,Asia,Master,8.0,62.8,73.2,52.9,0.5637,0.3723,0,0
314,Non-Binary,21,Asian,Christian,North America,PhD,9.7,40.9,62.6,72.6,0.6042,0.4983,1,1
315,Female,42,Black,Christian,South America,Bachelor,0.7,65.1,64.0,58.0,0.4032,0.2261,0,0
316,Female,41,White,Unaffiliated,Asia,Bachelor,5.6,69.6,48.1,72.1,0.4321,0.3295,0,0
317,Male,26,White,Christian,Europe,Master,3.3,97.8,56.5,58.7,0.5705,0.5739,0,1
318,Male,30,White,Christian,Asia,High School,9.5,50.2,63.4,77.5,0.3836,0.3142,0,0
319,Male,35,White,Christian,Asia,High School,1.0,94.3,65.1,61.2,0.4013,0.3464,0,0
320,Male,38,White,Christian,Africa,Bachelor,3.2,56.5,50.6,83.8,0.4002,0.3353,0,0
321,Female,22,White,Christian,North America,Bachelor,9.2,69.1,68.0,78.4,0.5242,0.428,0,0
322,Female,38,White,Unaffiliated,Europe,Bachelor,3.8,62.0,83.5,48.6,0.4639,0.3966,0,0
323,Female,33,White,Christian,Asia,Bachelor,2.6,95.4,61.9,69.5,0.5031,0.3728,0,0
324,Male,44,White,Christian,Europe,Bachelor,4.8,52.9,80.6,80.9,0.4828,0.5057,0,1
325,Female,40,Black,Unaffiliated,Africa,PhD,2.2,68.6,91.6,66.2,0.6765,0.3613,1,0
326,Female,33,Hispanic,Christian,Africa,Master,10.3,38.4,45.4,65.4,0.4646,0.2595,0,0
327,Female,42,White,Christian,North America,Bachelor,5.1,85.9,81.8,66.7,0.552,0.5013,0,1
328,Female,21,White,Muslim,South America,PhD,2.9,84.3,72.5,81.8,0.6891,0.4152,1,0
329,Male,29,White,Christian,North America,Bachelor,11.8,55.6,50.1,90.1,0.4802,0.4786,0,1
330,Male,23,White,Christian,Africa,Bachelor,3.4,75.2,63.5,65.8,0.4602,0.3554,0,0
331,Male,27,White,Muslim,Asia,Master,4.0,70.7,67.0,51.3,0.5291,0.3452,0,0
332,Female,27,Hispanic,Unaffiliated,Asia,Bachelor,1.5,90.7,65.9,73.9,0.4982,0.2856,0,0
333,Male,21,White,Christian,Europe,Master,2.0,71.6,82.5,76.4,0.5869,0.5821,0,1
334,Male,42,Asian,Jewish,Europe,Bachelor,3.5,72.1,57.9,48.0,0.4162,0.3541,0,0
335,Male,40,White,Christian,Europe,Bachelor,6.0,72.2,88.3,63.5,0.5399,0.5291,0,1
336,Male,26,White,Christian,Asia,Bachelor,1.9,62.3,66.8,79.2,0.441,0.3791,0,0
337,Female,21,Hispanic,Christian,North America,PhD,1.8,80.2,83.8,68.1,0.6828,0.4624,1,0
338,Female,27,Hispanic,Muslim,Asia,Master,2.9,72.5,88.0,83.1,0.6203,0.3156,1,0
339,Male,32,Black,Christian,Asia,Bachelor,1.9,70.5,85.4,76.0,0.5073,0.3352,0,0
340,Male,46,Asian,Unaffiliated,Asia,High School,6.2,66.9,62.2,58.4,0.3684,0.2606,0,0
341,Female,27,White,Unaffiliated,Oceania,Bachelor,5.8,72.0,85.4,76.5,0.546,0.4919,0,1
342,Male,42,Hispanic,Muslim,Asia,High School,2.2,47.4,59.8,61.6,0.2828,0.1518,0,0
343,Male,27,White,Christian,Asia,Bachelor,4.3,61.6,59.8,62.8,0.421,0.3804,0,0
344,Male,38,Asian,Muslim,Europe,Bachelor,0.8,87.5,74.0,100.0,0.5386,0.3838,0,0
345,Male,41,White,Buddhist,Europe,Master,1.5,46.4,54.6,86.1,0.4574,0.4528,0,0
346,Female,38,White,Christian,Europe,High School,3.4,52.7,93.1,68.2,0.4045,0.3608,0,0
347,Female,23,Black,Christian,Europe,PhD,5.3,45.3,69.8,54.4,0.573,0.3644,0,0
348,Male,29,White,Christian,Asia,High School,8.7,82.2,66.2,77.5,0.4627,0.4181,0,0
349,Male,38,White,Christian,North America,Bachelor,2.0,73.3,82.3,61.5,0.4886,0.4992,0,1
350,Female,21,White,Christian,Asia,Bachelor,3.4,63.7,82.3,64.1,0.4806,0.3282,0,0
351,Female,40,Black,Unaffiliated,Asia,Master,4.2,60.6,66.6,64.4,0.5214,0.2932,0,0
352,Female,21,Asian,Christian,Oceania,Bachelor,2.5,69.3,46.3,73.2,0.4006,0.3162,0,0
353,Female,21,Black,Christian,Europe,Bachelor,2.4,83.9,41.9,66.9,0.4159,0.2619,0,0
354,Male,27,Hispanic,Unaffiliated,Africa,High School,2.1,70.9,51.1,61.9,0.3165,0.2331,0,0
355,Male,26,White,Muslim,Asia,Master,4.5,76.8,93.9,67.3,0.6411,0.4769,1,1
356,Female,34,White,Jewish,North America,Bachelor,7.1,75.6,76.3,63.6,0.5256,0.459,0,0
357,Male,35,White,Christian,North America,PhD,3.9,87.4,59.6,70.4,0.6565,0.6811,1,1
358,Female,33,Black,Muslim,Asia,Bachelor,1.9,77.2,57.6,49.9,0.4162,0.1827,0,0
359,Female,23,White,Christian,Africa,Master,3.3,78.8,63.3,58.8,0.5423,0.355,0,0
360,Female,45,White,Christian,Asia,Bachelor,9.4,73.5,73.0,74.4,0.5453,0.3671,0,0
361,Male,33,White,Muslim,Europe,Master,7.0,52.8,72.7,78.4,0.5608,0.4702,0,0
362,Female,42,Black,Muslim,North America,High School,5.3,53.2,90.5,67.3,0.4144,0.2404,0,0
363,Male,21,White,Christian,Africa,High School,4.0,77.0,64.8,68.2,0.3931,0.3094,0,0
364,Female,38,Hispanic,Buddhist,Asia,Master,5.4,74.8,64.2,60.7,0.5557,0.3264,0,0
365,Female,27,Hispanic,Muslim,Asia,Bachelor,1.1,79.7,89.7,65.0,0.5208,0.259,0,0
366,Male,40,Hispanic,Hindu,Africa,High School,10.9,63.8,64.2,57.4,0.4064,0.2433,0,0
367,Non-Binary,50,Other,Christian,Asia,Bachelor,5.6,78.9,76.2,58.1,0.5134,0.3081,0,0
368,Female,21,White,Unaffiliated,Europe,Bachelor,1.7,58.0,68.6,69.7,0.4216,0.3338,0,0
369,Male,41,Black,Christian,Asia,Bachelor,8.7,52.2,52.0,81.3,0.4387,0.2767,0,0
370,Male,27,Asian,Muslim,Africa,PhD,4.1,80.9,55.5,76.3,0.6386,0.3672,1,0
371,Male,21,Black,Christian,Africa,High School,7.6,57.5,59.2,49.6,0.3386,0.203,0,0
372,Male,42,Hispanic,Unaffiliated,Africa,Master,3.9,100.0,62.6,72.6,0.615,0.3869,1,0
373,Male,51,White,Unaffiliated,North America,Bachelor,7.5,87.1,71.8,49.8,0.528,0.4701,0,0
374,Female,54,Black,Christian,Asia,Master,6.7,48.8,78.6,68.7,0.5522,0.3126,0,0
375,Male,36,White,Jewish,Asia,Bachelor,2.2,69.7,62.6,97.2,0.4729,0.405,0,0
376,Male,21,Other,Christian,North America,Master,6.8,77.8,51.2,83.3,0.5686,0.4676,0,0
377,Female,30,Hispanic,Christian,Asia,Bachelor,1.7,79.8,78.9,93.3,0.5325,0.3253,0,0
378,Male,31,Asian,Buddhist,Asia,Master,11.3,66.3,85.6,60.9,0.6449,0.4843,1,1
379,Female,43,Hispanic,Christian,Asia,Bachelor,1.1,82.7,93.8,93.4,0.5747,0.3631,0,0
380,Male,32,White,Christian,Asia,Master,7.6,71.0,85.2,64.9,0.6277,0.5242,1,1
381,Male,21,White,Muslim,Europe,Bachelor,4.2,57.7,83.0,81.0,0.4959,0.3787,0,0
382,Female,39,Asian,Buddhist,Asia,Bachelor,5.6,76.0,55.5,64.8,0.4587,0.2864,0,0
383,Female,33,White,Christian,Oceania,Master,3.2,79.5,67.1,65.2,0.5613,0.5078,0,1
384,Female,42,White,Christian,Asia,Bachelor,7.0,66.0,90.8,58.7,0.5342,0.3841,0,0
385,Female,35,Black,Christian,Asia,Bachelor,10.1,65.7,83.3,60.8,0.5431,0.3108,0,0
386,Female,39,White,Christian,Asia,PhD,3.8,68.9,86.6,78.9,0.6937,0.5106,1,1
387,Male,33,Black,Christian,Europe,High School,4.8,75.8,66.1,60.3,0.3909,0.2682,0,0
388,Male,35,White,Unaffiliated,Asia,Master,7.4,57.6,50.8,75.4,0.5133,0.4236,0,0
389,Female,23,Hispanic,Christian,Asia,Bachelor,4.3,76.2,65.6,57.9,0.4664,0.2731,0,0
390,Female,36,Asian,Muslim,Asia,Bachelor,3.8,51.1,82.8,83.7,0.479,0.2476,0,0
391,Non-Binary,31,White,Unaffiliated,Europe,Master,3.5,77.2,58.8,73.9,0.5468,0.5112,0,1
392,Male,37,White,Hindu,Asia,Master,4.1,70.5,55.4,64.6,0.5148,0.4162,0,0
393,Male,21,White,Christian,North America,High School,4.8,74.5,45.5,61.3,0.3333,0.316,0,0
394,Female,46,Other,Muslim,South America,Master,4.5,84.8,100.0,61.1,0.6695,0.3384,1,0
395,Male,35,White,Unaffiliated,Asia,High School,8.4,51.0,88.8,79.4,0.4468,0.3332,0,0
396,Female,40,White,Christian,Asia,High School,5.0,56.1,57.4,56.1,0.3155,0.2393,0,0
397,Female,33,Black,Christian,North America,Bachelor,5.8,100.0,79.5,48.3,0.5637,0.3974,0,0
398,Male,39,White,Christian,Asia,PhD,3.5,67.5,67.2,55.7,0.6062,0.5175,1,1
399,Female,21,Other,Muslim,Asia,Bachelor,5.0,67.4,80.9,60.9,0.496,0.2286,0,0
400,Female,31,Asian,Christian,North America,Bachelor,5.1,74.7,63.7,68.4,0.4778,0.4061,0,0
401,Male,25,White,Hindu,Europe,Master,5.4,72.9,59.0,61.1,0.5375,0.5002,0,1
402,Female,29,Black,Hindu,Asia,Bachelor,3.4,62.0,69.8,62.7,0.4409,0.2266,0,0
403,Female,43,White,Christian,Africa,PhD,3.7,80.6,80.8,98.0,0.7297,0.5457,1,1
404,Female,21,Hispanic,Hindu,North America,Bachelor,3.4,68.2,64.1,100.0,0.4874,0.3231,0,0
405,Male,40,Hispanic,Christian,South America,Master,2.0,75.9,64.0,79.5,0.5514,0.3875,0,0
406,Female,37,White,Jewish,North America,Bachelor,5.4,58.5,56.9,80.8,0.4377,0.3441,0,0
407,Male,45,White,Muslim,Europe,Master,8.0,77.2,46.7,92.1,0.5765,0.3979,0,0
408,Male,21,Asian,Hindu,Africa,Master,3.9,67.7,69.6,66.5,0.5469,0.3388,0,0
409,Female,38,White,Christian,North America,Bachelor,4.0,77.5,53.4,77.3,0.4583,0.426,0,0
410,Male,35,Black,Hindu,Africa,High School,3.5,71.0,62.6,50.1,0.3454,0.1992,0,0
411,Male,32,White,Muslim,North America,High School,7.2,79.9,32.4,81.5,0.3576,0.3079,0,0
412,Female,47,White,Muslim,North America,Bachelor,6.8,66.5,56.1,62.6,0.4448,0.3112,0,0
413,Female,21,Hispanic,Christian,Africa,High School,10.3,95.2,43.5,74.4,0.4436,0.226,0,0
414,Female,34,White,Christian,Asia,Bachelor,6.3,80.6,71.9,70.5,0.5276,0.4092,0,0
415,Female,43,Black,Christian,Europe,Master,2.3,73.4,32.7,67.5,0.4484,0.2972,0,0
416,Male,21,White,Christian,Asia,Master,7.0,74.9,65.9,88.3,0.6091,0.4964,1,1
417,Male,38,White,Christian,Europe,PhD,4.6,48.8,65.9,65.3,0.5785,0.5813,0,1
418,Male,36,Asian,Hindu,South America,High School,3.8,81.9,64.9,88.4,0.4289,0.346,0,0
419,Female,21,Black,Christian,North America,Master,7.1,71.2,83.6,57.3,0.61,0.3957,1,0
420,Female,43,Asian,Christian,North America,High School,4.2,59.1,61.7,72.3,0.3476,0.3091,0,0
421,Female,24,Asian,Muslim,North America,PhD,5.4,63.8,54.3,85.5,0.6163,0.3748,1,0
422,Female,48,Asian,Muslim,Europe,High School,1.9,65.8,47.3,73.1,0.306,0.1436,0,0
423,Male,38,Asian,Muslim,North America,PhD,2.6,70.3,66.6,80.4,0.6344,0.4579,1,0
424,Female,35,White,Unaffiliated,Asia,Bachelor,5.1,71.2,77.5,79.5,0.5203,0.3915,0,0
425,Male,43,Asian,Jewish,North America,Master,10.5,61.1,100.0,44.7,0.6437,0.5605,1,1
426,Female,41,White,Christian,North America,Bachelor,12.8,69.6,87.4,78.1,0.6092,0.5544,1,1
427,Male,21,White,Muslim,North America,High School,4.3,76.3,81.9,69.6,0.442,0.3374,0,0
428,Female,21,White,Christian,Europe,Master,2.7,87.3,63.9,65.3,0.5676,0.5079,0,1
429,Male,31,White,Christian,Asia,Bachelor,3.7,78.4,67.2,60.9,0.4746,0.4347,0,0
430,Male,22,Black,Unaffiliated,North America,Master,7.8,76.6,100.0,58.6,0.6753,0.5032,1,1
431,Male,49,White,Muslim,Asia,Master,6.5,73.1,86.7,76.1,0.6412,0.3866,1,0
432,Female,23,White,Hindu,North America,Bachelor,6.2,65.3,76.8,52.1,0.4794,0.3749,0,0
433,Female,33,White,Unaffiliated,North America,Master,5.2,66.9,56.5,81.7,0.54,0.4565,0,0
434,Male,38,White,Christian,North America,Bachelor,6.2,52.6,48.9,57.1,0.3791,0.4077,0,0
435,Male,57,Hispanic,Christian,North America,Master,9.0,71.3,58.6,64.4,0.5683,0.4112,0,0
436,Female,44,White,Christian,Europe,Master,2.7,83.1,70.7,74.4,0.587,0.5302,0,1
437,Male,26,White,Christian,Asia,Master,9.1,82.9,56.7,56.3,0.5825,0.5214,0,1
438,Female,38,White,Christian,Africa,High School,5.1,69.6,68.7,75.4,0.4041,0.293,0,0
439,Female,39,White,Unaffiliated,North America,Bachelor,14.0,59.1,65.6,60.5,0.5131,0.4419,0,0
440,Male,39,Black,Unaffiliated,Europe,Bachelor,3.9,78.8,63.5,57.7,0.4634,0.3347,0,0
441,Male,23,White,Hindu,Asia,Bachelor,3.2,83.8,83.6,67.8,0.5364,0.4361,0,0
442,Non-Binary,53,White,Jewish,North America,Bachelor,4.2,89.7,70.7,50.6,0.5034,0.3832,0,0
443,Male,21,White,Christian,Europe,Bachelor,9.4,51.4,81.7,92.4,0.537,0.5381,0,1
444,Male,39,White,Muslim,Asia,Master,2.2,78.3,77.1,72.2,0.5853,0.3954,0,0
445,Female,24,Other,Christian,South America,Bachelor,3.2,86.3,62.4,79.5,0.4999,0.3274,0,0
446,Female,36,White,Christian,Europe,Master,2.9,41.2,62.5,67.7,0.4553,0.3757,0,0
447,Non-Binary,31,Hispanic,Christian,North America,Bachelor,1.4,65.2,84.6,74.8,0.4862,0.3802,0,0
448,Female,21,Hispanic,Hindu,Asia,Bachelor,2.3,61.7,86.8,77.5,0.4949,0.2349,0,0
449,Male,21,White,Christian,Africa,Master,1.8,83.2,83.1,55.9,0.5897,0.4579,0,0
450,Male,41,Other,Christian,Asia,Master,3.5,83.5,80.2,75.7,0.6223,0.4627,1,0
451,Female,27,Hispanic,Muslim,Asia,Master,7.3,83.9,65.6,62.9,0.6014,0.285,1,0
452,Female,34,Black,Hindu,Europe,Master,4.7,90.8,67.0,48.4,0.5811,0.3647,0,0
453,Male,51,White,Christian,Asia,Master,2.9,72.0,58.4,67.1,0.5192,0.3961,0,0
454,Female,39,Black,Christian,North America,Bachelor,5.7,50.1,96.7,63.4,0.5055,0.3263,0,0
455,Male,21,White,Unaffiliated,North America,Bachelor,4.3,73.7,78.3,88.9,0.5333,0.5292,0,1
456,Female,21,White,Christian,North America,High School,6.3,66.2,86.0,85.4,0.4656,0.3719,0,0
457,Male,21,Asian,Hindu,Asia,Bachelor,12.4,88.1,71.9,60.8,0.5877,0.4245,0,0
458,Male,24,Asian,Christian,Europe,High School,5.2,74.4,46.8,78.8,0.3619,0.2916,0,0
459,Male,30,White,Hindu,Asia,Master,5.3,81.4,53.2,72.9,0.5566,0.4564,0,0
460,Male,58,Hispanic,Hindu,Europe,Master,3.9,65.9,44.6,80.7,0.4927,0.3103,0,0
461,Male,43,Hispanic,Buddhist,Africa,Master,4.2,63.7,64.8,56.7,0.5145,0.3114,0,0
462,Female,36,White,Christian,North America,High School,3.8,48.4,75.1,75.8,0.3584,0.2984,0,0
463,Female,37,White,Christian,Europe,Bachelor,2.0,51.3,79.2,54.4,0.4173,0.3621,0,0
464,Female,37,White,Buddhist,Asia,Bachelor,2.9,80.8,61.9,69.6,0.47,0.3166,0,0
465,Non-Binary,21,Hispanic,Christian,Asia,Master,2.6,67.2,60.0,67.0,0.5089,0.3219,0,0
466,Male,21,Asian,Unaffiliated,Asia,Master,7.7,58.5,87.2,100.0,0.6471,0.4463,1,0
467,Male,37,White,Jewish,North America,Bachelor,2.7,68.9,86.8,60.3,0.4946,0.4813,0,1
468,Female,33,Black,Muslim,Asia,Bachelor,3.8,62.8,79.8,66.6,0.4783,0.2249,0,0
469,Male,36,Hispanic,Unaffiliated,Europe,Bachelor,4.4,46.3,42.6,70.4,0.3474,0.2802,0,0
470,Non-Binary,49,Hispanic,Muslim,Asia,Bachelor,3.6,54.1,82.2,79.6,0.4779,0.244,0,0
471,Male,26,White,Hindu,Africa,Bachelor,2.6,60.7,84.6,52.1,0.4574,0.3558,0,0
472,Non-Binary,29,White,Hindu,North America,High School,5.6,82.1,54.6,85.4,0.4137,0.3513,0,0
473,Male,35,Asian,Muslim,North America,Master,10.6,67.5,77.1,53.6,0.6096,0.4317,1,0
474,Female,21,White,Muslim,South America,PhD,2.1,46.3,55.1,70.4,0.5275,0.2986,0,0
475,Female,21,White,Buddhist,Africa,High School,4.4,56.4,56.9,61.8,0.3167,0.2141,0,0
476,Non-Binary,46,Hispanic,Muslim,Africa,Bachelor,4.5,93.3,95.9,69.3,0.6062,0.2852,1,0
477,Male,30,White,Muslim,Europe,Bachelor,2.7,59.2,86.7,63.1,0.474,0.4004,0,0
478,Female,28,Asian,Hindu,Europe,Bachelor,7.9,93.1,87.2,72.6,0.6163,0.4834,1,1
479,Non-Binary,35,White,Christian,North America,Bachelor,2.6,63.6,63.3,68.6,0.4276,0.4079,0,0
480,Female,21,White,Christian,North America,High School,0.9,44.4,65.8,71.7,0.2928,0.2355,0,0
481,Female,29,White,Christian,Europe,High School,5.2,63.5,82.5,77.8,0.4303,0.4022,0,0
482,Female,27,White,Christian,Asia,Bachelor,2.4,92.7,68.1,47.7,0.4842,0.3518,0,0
483,Male,36,White,Unaffiliated,Africa,Bachelor,4.2,61.1,64.7,71.5,0.443,0.333,0,0
484,Female,21,Hispanic,Hindu,South America,Master,2.2,71.8,79.7,76.0,0.5811,0.3135,0,0
485,Female,24,White,Unaffiliated,Asia,PhD,2.4,63.8,81.5,35.7,0.6011,0.4513,1,0
486,Female,28,Asian,Christian,Asia,Bachelor,7.6,100.0,51.6,49.8,0.5061,0.3188,0,0
487,Male,28,White,Hindu,Asia,Bachelor,2.1,67.4,56.9,83.1,0.4334,0.3679,0,0
488,Male,43,White,Christian,Europe,Master,7.6,55.1,78.3,79.6,0.5884,0.6025,0,1
489,Female,25,White,Christian,Asia,Bachelor,10.0,72.4,56.3,74.2,0.5026,0.4062,0,0
490,Female,63,Hispanic,Buddhist,North America,Bachelor,4.8,74.6,62.0,57.3,0.4564,0.2405,0,0
491,Male,40,White,Christian,Asia,Bachelor,6.7,70.7,78.4,89.3,0.5478,0.4508,0,0
492,Female,28,White,Christian,North America,PhD,3.2,74.5,68.0,80.1,0.6534,0.584,1,1
493,Male,39,Asian,Christian,Europe,Bachelor,3.9,62.7,89.9,82.3,0.5258,0.4671,0,0
494,Male,40,White,Buddhist,Europe,Master,3.0,63.3,38.3,48.6,0.4213,0.4193,0,0
495,Male,29,White,Hindu,North America,High School,5.5,79.2,64.2,78.2,0.4226,0.3971,0,0
496,Male,44,White,Christian,South America,Bachelor,1.4,60.8,70.9,90.8,0.4584,0.385,0,0
497,Female,23,Black,Christian,North America,Master,3.9,55.6,70.0,65.1,0.5165,0.3075,0,0
498,Male,38,White,Christian,Africa,Bachelor,2.8,69.3,54.2,89.3,0.4447,0.3579,0,0
499,Non-Binary,31,Hispanic,Christian,Oceania,Bachelor,4.9,75.3,56.0,73.2,0.4627,0.3395,0,0
500,Non-Binary,35,Black,Unaffiliated,Asia,Bachelor,4.1,62.9,100.0,62.0,0.53,0.326,0,0
501,Female,35,Black,Unaffiliated,Asia,High School,6.3,76.4,95.3,50.4,0.472,0.2644,0,0
502,Female,33,White,Unaffiliated,North America,Bachelor,3.1,67.7,70.9,65.4,0.4586,0.3858,0,0
503,Male,52,Other,Buddhist,Asia,High School,3.2,60.4,90.8,67.2,0.4142,0.2779,0,0
504,Female,27,White,Unaffiliated,North America,PhD,9.0,91.6,44.6,50.9,0.6469,0.5562,1,1
505,Female,25,Black,Buddhist,Europe,Bachelor,3.7,78.7,48.7,72.3,0.4396,0.2493,0,0
506,Male,32,White,Unaffiliated,Asia,Bachelor,3.5,66.2,51.5,53.6,0.3914,0.3394,0,0
507,Female,46,Hispanic,Unaffiliated,Europe,Bachelor,2.7,73.6,72.6,56.4,0.463,0.2676,0,0
508,Female,33,White,Muslim,Asia,Bachelor,8.6,77.6,72.0,53.4,0.5194,0.3054,0,0
509,Female,32,White,Christian,Asia,Master,4.1,79.1,78.8,69.5,0.6052,0.4924,1,1
510,Female,27,Hispanic,Muslim,Europe,Bachelor,2.8,83.7,55.0,71.0,0.4594,0.2747,0,0
511,Female,28,White,Muslim,Asia,Bachelor,1.3,71.2,86.8,50.2,0.4753,0.2803,0,0
512,Male,43,White,Muslim,North America,Bachelor,8.9,52.4,87.9,55.8,0.5061,0.397,0,0
513,Female,32,Black,Hindu,Europe,Master,2.5,83.2,51.8,86.5,0.5496,0.351,0,0
514,Female,35,Hispanic,Hindu,Asia,Bachelor,7.1,83.9,66.9,71.3,0.5303,0.3156,0,0
515,Male,26,White,Christian,Asia,Master,3.3,50.7,71.6,62.6,0.5004,0.4279,0,0
516,Male,40,White,Christian,Europe,High School,1.7,59.0,69.4,65.2,0.3373,0.3618,0,0
517,Male,45,Other,Unaffiliated,North America,Bachelor,4.4,82.0,61.2,56.0,0.4673,0.3623,0,0
518,Female,23,Black,Muslim,Europe,Bachelor,6.6,96.0,69.0,78.9,0.5707,0.2935,0,0
519,Non-Binary,23,White,Christian,Africa,High School,7.5,90.4,83.3,72.1,0.5117,0.3676,0,0
520,Male,24,Hispanic,Unaffiliated,Asia,Bachelor,1.8,75.5,58.4,65.5,0.4327,0.2968,0,0
